AGUINO,ALABADO,ALATRISTE,ALBITRE,ALCOLA
AGUINS,ALACAN,ALAVA,ALBIZO,ALCOLEA
AGUIRE,ALACAR,ALAVARADO,ALBIZU,ALCON
AGUIRRA,ALADRO,ALAVARDO,ALBO,ALCONTAR
AGUIRRE,ALAEZ,ALAYA,ALBONIGA,ALCORTA
AGUIRRECHU,ALAFA,ALAYETO,ALBOR,ALCOSER
AGUIRREGAVIRIA,ALAFFA,ALAYO,ALBORNOZ,ALCOSET
AGUIRRES,ALAGA,ALAYON,ALBORS,ALCOVER
AGUIRREZABAL,ALAGO,ALBA,ALBUERNE,ALCOZAR
AGULAR,ALAMAN,ALBACETE,ALBUJAR,ALCOZER
AGULIAR,ALAMANO,ALBALADEJO,ALBURQUERQUE,ALCUDIA
AGULLES,ALAMANZA,ALBALATE,ALCADE,ALDABA
AGULLO,ALAMARES,ALBALOS,ALCAIDA,ALDABE
AGUNDES,ALAMBAR,ALBANA,ALCAIDE,ALDACO
AGUNDEZ,ALAMEDA,ALBANDOZ,ALCALA,ALDAHONDO
AGUNDIS,ALAMIA,ALBANEZ,ALCALAN,ALDAMA
AGUNDIZ,ALAMILLA,ALBAREDA,ALCALDE,ALDANA
,,APPENDIX E,,E-3
,CENSUS LIST OF SPANISH SURNAMES,,,
ALDAPA,ALEMANY,ALINAYA,ALMAREZ,ALMUINA
ALDAPE,ALEMAR,ALIPAZ,ALMARZA,ALOMA
ALDARONDO,ALEN,ALIRE,ALMAZAN,ALOMAR
ALDAS,ALENCASTRO,ALIRES,ALMEDA,ALONA
ALDASORO,ALEQUIN,ALIREZ,ALMEDINA,ALONSO
ALDAVA,ALERS,ALLADICE,ALMEJO,ALONZO
ALDAVE,ALERTE,ALLADO,ALMENA,ALOY
ALDAYA,ALEVEDO,ALLALA,ALMENAR,ALOYO
ALDAZ,ALEXANDRINO,ALLANDE,ALMENARA,ALPIZAR
ALDAZABAL,ALFALLA,ALLARID,ALMENARES,ALPUCHE
ALDEBOT,ALFARA,ALLEGRANZA,ALMENDARES,ALPUIN
ALDECOA,ALFARD,ALLEGUE,ALMENDAREZ,ALQUICIRA
ALDECOCEA,ALFARO,ALLEGUEZ,ALMENDARIZ,ALSINA
ALDEIS,ALFASSA,ALLENDE,ALMENDRAL,ALTAGRACIA
ALDEREGUIA,ALFAU,ALLENEGUI,ALMENDRAS,ALTAMIRA
ALDERETE,ALFEREZ,ALLESANDRO,ALMENGER,ALTAMIRANO
ALDERETTE,ALFONSECA,ALLONGO,ALMENGOR,ALTARRIBA
ALDERTE,ALFONSO,ALLOZA,ALMERA,ALTENES
ALDRETE,ALFONZO,ALMA,ALMERAZ,ALTIMIRANO
ALDUEN,ALFRIDO,ALMADA,ALMERIA,ALTONAGA
ALDUENDA,ALGARA,ALMADO,ALMESTICA,ALTOSINO
ALEANTAR,ALGARIN,ALMADOVA,ALMEYDA,ALTRECHE
ALEBIS,ALGARRA,ALMAGER,ALMEZQUITA,ALTUBE
ALEDO,ALGAVA,ALMAGNER,ALMIRALL,ALTUNA
ALEGADO,ALGEA,ALMAGRO,ALMIRUDIS,ALTUR
ALEGRE,ALGECIRAS,ALMAGUER,ALMODOBAR,ALTURET
ALEGRET,ALGORA,ALMANCE,ALMODOUAR,ALTUZARRA
ALEGRIA,ALGORRI,ALMANDOZ,ALMODOVA,ALUAREZ
ALEJANDRE,ALGORTA,ALMANSA,ALMODOVAR,ALUIZO
ALEJANDRES,ALGUACIL,ALMANZA,ALMOGABAR,ALUSTIZA
ALEJANDREZ,ALGUESEVA,ALMANZAN,ALMOGUERA,ALUYON
ALEJANDRO,ALIAGA,ALMANZAR,ALMOINA,ALVA
ALEJO,ALICANTE,ALMANZO,ALMONACID,ALVANADO
ALEJOS,ALICCA,ALMAQUER,ALMONDOVAR,ALVARA
ALELUNAS,ALICEA,ALMARAS,ALMONTE,ALVARADA
ALEMAN,ALICIA,ALMARAZ,ALMONTES,ALVARADO
ALEMANIA,ALIJA,ALMARES,ALMORA,ALVARAZ
E-4,,,,
,,APPENDIX E,,
,CENSUS LIST OF SPANISH SURNAMES,,,
ALVARDEZ,ALZALDE,AMEZCUA,ANDABLO,ANGLADE
ALVARDO,ALZATE,AMEZOLA,ANDALON,ANGLERO
ALVAREDO,ALZINA,AMEZQUITA,ANDALUZ,ANGOCO
ALVARENGA,ALZOLA,AMEZUA,ANDASOLA,ANGON
ALVARES,ALZUGARAY,AMIAL,ANDAVAZO,ANGUEIRA
ALVAREZ,ALZURI,AMIEIRO,ANDAVERDE,ANGUERA
ALVARIDO,AMABISCA,AMIEVA,ANDAZOLA,ANGUIANO
ALVARINO,AMADOR,AMIGO,ANDEREZ,ANGUINO
ALVARODO,AMAGO,AMILL,ANDIARENA,ANGUITA
ALVARRAN,AMALBERT,AMIRA,ANDINA,ANGULO
ALVARY,AMALLA,AMIRES,ANDINO,ANIAS
ALVEAR,AMARGOS,AMOR,ANDOLLO,ANIBARRO
ALVELAIS,AMARILLA,AMORES,ANDRACA,ANILLO
ALVELO,AMARILLAS,AMOROS,ANDRADA,ANIZ
ALVERADO,AMARO,AMOROZ,ANDRADE,ANORGA
ALVERANGA,AMAVISCA,AMOSTEGUI,ANDRADES,ANQUIANO
ALVERES,AMAVIZCA,AMOZURRUTIA,ANDRADO,ANSALDUA
ALVEREZ,AMAYA,AMPARAN,ANDREOLAS,ANSALMO
ALVERIO,AMBE,AMPARANO,ANDREU,ANSISO
ALVERO,AMBEGUIA,AMPARO,ANDREZ,ANSOATEGUI
ALVEZ,AMBERT,AMPUDIA,ANDRIAL,ANSOLABEHERE
ALVIAR,AMBIA,AMPUERO,ANDRINO,ANSURES
ALVIDRES,AMBRIS,ANADON,ANDUAGA,ANTA
ALVIDREZ,AMBRIZ,ANALCO,ANDUEZA,ANTABLIN
ALVILLAR,AMEJORADO,ANALLA,ANDUIZA,ANTELO
ALVIRA,AMELY,ANAMOSA,ANDUJA,ANTEQUERA
ALVIRDE,AMENABAR,ANASAGASTI,ANDUJAL,ANTIGUA
ALVIREZ,AMENEDO,ANAYA,ANDUJAR,ANTILLON
ALVISO,AMENGUAL,ANAZAGASTY,ANDUJO,ANTIMO
ALVITRE,AMESCUA,ANCHANDO,ANDUYO,ANTOLIN
ALVIZAR,AMESGUITA,ANCHIA,ANDUZE,ANTOLINEZ
ALVIZO,AMESOLA,ANCHIETA,ANEIRO,ANTOMARCHY
ALVIZU,AMESQUA,ANCHONDO,ANEIROS,ANTONETTY
ALVO,AMESQUITA,ANCHUNDIA,ANEL,ANTOPIA
ALVORADO,AMESTI,ANCIRA,ANERO,ANTRILLO
ALZA,AMESTOY,ANCISO,ANGELES,ANTU
ALZAGA,AMEZAGA,ANDA,ANGLADA,ANTUNA
,,APPENDIX E,,E-5
,CENSUS LIST OF SPANISH SURNAMES,,,
ANTUNANO,AQUILERA,ARANAS,ARBELO,ARCHUNDIA
ANTUNEZ,AQUILES,ARANAZ,ARBESU,ARCHUTETA
ANZALDA,AQUILLAR,ARANCIBIA,ARBIDE,ARCHVLETA
ANZALDO,AQUIN,ARANDA,ARBISO,ARCIA
ANZALDUA,AQUINAGA,ARANDIA,ARBIZO,ARCIAGA
ANZAR,AQUINES,ARANDO,ARBIZU,ARCIBA
ANZARA,AQUIRRE,ARANDULES,ARBOLAEZ,ARCIDES
ANZARDO,ARA,ARANEGUI,ARBOLAY,ARCIGA
ANZELDE,ARABALO,ARANETA,ARBOLEDA,ARCILA
ANZORENA,ARABI,ARANGO,ARBOLEYA,ARCINAS
ANZUA,ARABITG,ARANGUA,ARBONA,ARCINIAGA
ANZUALDA,ARACENA,ARANGUIZ,ARBUCIAS,ARCINIEGA
ANZUETO,ARACHE,ARANGURE,ARBURUA,ARCINO
ANZULES,ARADILLAS,ARANGUREN,ARCA,ARCIZO
ANZURES,ARAGO,ARANIBAR,ARCACHA,ARCOS
APABLASA,ARAGON,ARANJON,ARCADIA,ARCOVERDE
APADACA,ARAGONES,ARANO,ARCARAZO,ARCULETA
APAEZ,ARAGONEZ,ARANZA,ARCAS,ARDAIZ
APALATEGUI,ARAGUAS,ARANZAZU,ARCAUTE,ARDANAZ
APALATEQUI,ARAGUNDI,ARANZUBIA,ARCAY,ARDANS
APARICIO,ARAGUS,ARAOZ,ARCAYA,ARDANZ
APELLANIZ,ARAGUZ,ARAQUE,ARCE,ARDAVIN
APEZTEGUIA,ARAICA,ARATER,ARCEGA,ARDIGO
APODACA,ARAIN,ARAUGO,ARCELAY,ARDILA
APODACO,ARAIZ,ARAUS,ARCELO,ARDILLA
APODOCA,ARAIZA,ARAUSA,ARCELONA,ARDOIS
APOLINAR,ARAMAYO,ARAUX,ARCENTALES,ARDON
APONTE,ARAMBEL,ARAUZ,ARCEO,AREA
APORTELA,ARAMBUL,ARAUZA,ARCHE,AREAN
APRATO,ARAMBULA,ARAVENA,ARCHIBEQUE,AREAS
APRICIO,ARAMBULO,ARAVJO,ARCHILA,AREBALO
APUAN,ARAMBURO,ARAYA,ARCHILLA,AREBALOS
AQUAYO,ARAMBURU,ARAYATA,ARCHULETA,ARECES
AQUERO,ARAMENDIA,ARBALLO,ARCHULETO,ARECHAGA
AQUEVEQUE,ARAN,ARBELAEZ,ARCHULETTA,ARECHAVALETA
AQUIAR,ARANA,ARBELBIDE,ARCHULTA,ARECHE
AQUILAR,ARANALDE,ARBELLO,ARCHUNDE,ARECHIGA
E-6,,,,
,,APPENDIX E,,
,CENSUS LIST OF SPANISH SURNAMES,,,
ARECO,ARGANZA,ARIBAS,ARJON,ARNEDO
AREDONDO,ARGEANAS,ARICHETA,ARJONA,ARNERO
AREGON,ARGEL,ARIEY,ARMADA,ARNIELLA
AREGULLIN,ARGENAL,ARIGA,ARMADILLO,AROCENA
AREIZAGA,ARGENTIN,ARIGULLIN,ARMADO,AROCHA
AREJULA,ARGIBAY,ARILES,ARMAIZ,AROCHE
ARELANO,ARGIL,ARINEZ,ARMANDARIZ,AROCHI
ARELLANA,ARGILAGOS,ARINO,ARMARIO,AROCHO
ARELLAND,ARGIZ,ARISMENDEZ,ARMAS,AROIZA
ARELLANDO,ARGOMANIZ,ARISMENDI,ARMENDA,AROS
ARELLANES,ARGOTE,ARISOLA,ARMENDARES,AROSEMENA
ARELLANEZ,ARGUDIN,ARISPE,ARMENDAREZ,AROSTEGUI
ARELLANO,ARGUDO,ARISSO,ARMENDARIS,AROYA
ARELLANOS,ARGUELIES,ARISTA,ARMENDARIZ,AROYO
ARELLIN,ARGUELL,ARISTE,ARMENDEZ,AROZ
ARENAL,ARGUELLES,ARISTIZABAL,ARMENDIA,AROZENA
ARENAS,ARGUELLEZ,ARISTO,ARMENGOL,ARPON
ARENAZ,ARGUELLO,ARISTONDO,ARMENTA,ARQUELLES
ARENAZA,ARGUERA,ARISTUD,ARMENTERO,ARQUELLO
ARENCIBIA,ARGUESO,ARISTY,ARMENTEROS,ARQUER
ARENDAIN,ARGUETA,ARIYASU,ARMERO,ARQUERO
ARENIBAS,ARGUEZ,ARIZ,ARMESTO,ARQUES
ARENIVAR,ARGUIJO,ARIZA,ARMIENTA,ARQUETA
ARENIVAS,ARGUILEZ,ARIZABAL,ARMIGO,ARQUIMBAU
ARES,ARGUILLES,ARIZABALETA,ARMIJO,ARQUIZA
ARESTEGUI,ARGUILLIN,ARIZAGA,ARMIJOS,ARRABAL
AREU,ARGUINDEGUI,ARIZALA,ARMINAN,ARRACHE
AREVALO,ARGUINZONI,ARIZALETA,ARMINANA,ARRAIGA
AREVALOS,ARGULA,ARIZMENDEZ,ARMITO,ARRAIZA
AREYAN,ARGULLIN,ARIZMENDI,ARMO,ARRAMBIDE
AREYANO,ARGUMANIZ,ARIZMENDIS,ARMOLA,ARRANAGA
ARFE,ARGUMEDO,ARIZMENDIZ,ARMORA,ARRASTIA
ARGAEZ,ARGUMOSA,ARIZOLA,ARNADO,ARRATIA
ARGAIN,ARIA,ARIZON,ARNAEZ,ARRAYA
ARGAIS,ARIAS,ARIZPE,ARNAIZ,ARRAZCAETA
ARGANDA,ARIAZ,ARIZTIA,ARNALDO,ARRAZOLA
ARGANDONA,ARIAZA,ARIZU,ARNAVAT,ARREA
,,APPENDIX E,,E-7
,CENSUS LIST OF SPANISH SURNAMES,,,
ARREAGA,ARRIETTA,ARTEA,ARZA,ASPILLAGA
ARREALA,ARRIGA,ARTEAGA,ARZABAL,ASPIRAS
ARREAZOLA,ARRILLAGA,ARTEAGO,ARZABALA,ASPRA
ARREBOLA,ARRIOLA,ARTECHE,ARZAGA,ASPURIA
ARRECHE,ARRIQUIDEZ,ARTECONA,ARZAGOITIA,ASPURO
ARRECHEA,ARRISOLA,ARTEGA,ARZAMENDI,ASPURU
ARREDENDO,ARRITOLA,ARTEGO,ARZAPALO,ASSEO
ARREDONDA,ARRIVILLAGA,ARTELLAN,ARZATE,ASSIS
ARREDONDO,ARRIZOLA,ARTERO,ARZAVE,ASTACIO
ARREGUI,ARRIZON,ARTESONA,ARZENO,ASTENCIO
ARREGUIN,ARROCENA,ARTETA,ARZOLA,ASTENGO
ARREGUY,ARROJAS,ARTIAGA,ARZON,ASTIAZARAN
ARRELLANO,ARROJO,ARTIDIELLO,ARZU,ASTIZ
ARRELLIN,ARROLLADO,ARTIEDA,ARZUAGA,ASTOL
ARRENDO,ARROLLO,ARTIGA,ASAD,ASTORGA
ARRENDONDO,ARRONA,ARTIGAS,ASCANO,ASTRAN
ARRENQUIN,ARRONDO,ARTIGO,ASCAR,ASTUDILLO
ARREOLA,ARRONGE,ARTILES,ASCARATE,ASTURIAS
ARREQUIBE,ARRONIZ,ARTIME,ASCARRUNZ,ASUA
ARREQUIN,ARRONTE,ARTIZ,ASCENCIO,ASUEGA
ARRESTOY,ARROYA,ARTOLA,ASCENCION,ASUNSOLO
ARRETCHE,ARROYAS,ARTOLOZAGA,ASCENSIO,ASURMENDI
ARREY,ARROYAVE,ARTURET,ASCUNCE,ASUSTA
ARREYGUE,ARROYO,ARTUZ,ASEBEDO,ATALA
ARREZOLA,ARROYOS,ARUCA,ASENCIO,ATANACIO
ARRIAGA,ARROZ,ARUFE,ASENCION,ATANCIO
ARRIAGO,ARRUE,ARUIZU,ASENJO,ATAYDE
ARRIARAN,ARRUFAT,ARUJO,ASENSIO,ATECA
ARRIASOLA,ARSATE,ARUS,ASEO,ATEHORTUA
ARRIAZA,ARSOLA,ARUZ,ASEVEDO,ATENCIO
ARRIAZOLA,ARSUAGA,ARVALLO,ASEVES,ATIENZA
ARRIBA,ARTACHE,ARVAYO,ASIS,ATIENZO
ARRIBAS,ARTALEJO,ARVELO,ASOMOZA,ATILANO
ARRIERA,ARTAU,ARVISU,ASPEITIA,ATILES
ARRIERO,ARTAUD,ARVIZA,ASPERIN,ATONDO
ARRIETA,ARTAVIA,ARVIZO,ASPEYTIA,ATRA
ARRIETE,ARTAZA,ARVIZU,ASPIAZU,ATRIO
E-8,,,,
,,APPENDIX E,,
,CENSUS LIST OF SPANISH SURNAMES,,,
ATTENCIO,AVITUA,AZOCA,BADILLA,BAJE
ATUCHA,AYABARRENO,AZOCAR,BADILLO,BAJO
AUCES,AYALA,AZOFRA,BADIO,BALADES
AUDELO,AYALLA,AZOR,BADIOLA,BALADEZ
AUFFANT,AYALO,AZOY,BAELLA,BALADO
AUGILAR,AYAN,AZPEITIA,BAELLO,BALADRON
AUILA,AYARZAGOITIA,AZPIAZU,BAENA,BALAEZ
AUILES,AYBAR,AZPIRI,BAERGA,BALAGIA
AULET,AYCART,AZPIROZ,BAESA,BALAGOT
AUMADA,AYENDE,AZUA,BAEZ,BALAGUE
AURIOLES,AYERBE,AZUARA,BAEZA,BALAGUER
AURRECOECHEA,AYERDI,AZUCENA,BAEZCRUZ,BALAGUERA
AUZA,AYERZA,AZUELA,BAGU,BALAIS
AVALA,AYES,AZUETA,BAGUE,BALAJADIA
AVALO,AYESTARAN,AZURDIA,BAGUER,BALANDRA
AVALOS,AYLLON,BABARAN,BAGUERO,BALANDRAN
AVALOZ,AYMAT,BABIDA,BAGUES,BALANDRANO
AVARCA,AYMERICH,BABILONIA,BAGUEZ,BALANGA
AVECHUCO,AYOLA,BABIO,BAHADUE,BALANON
AVECILLAS,AYON,BACA,BAHAMON,BALANZA
AVELAR,AYORA,BACALLAO,BAHAMONDE,BALAREZO
AVELLAN,AYOROA,BACARDI,BAHAMONDES,BALARIN
AVELLANAL,AYUSO,BACCA,BAHAMUNDI,BALART
AVELLANEDA,AZA,BACELIS,BAHENA,BALASQUIDE
AVELLANET,AZARES,BACERRA,BAIDA,BALBANEDA
AVENDANO,AZCANO,BACHICHA,BAIGEN,BALBAS
AVIGAEL,AZCARATE,BACILIO,BAILEZ,BALBASTRO
AVILA,AZCARRAGA,BACOS,BAILLERES,BALBIN
AVILAS,AZCARRETA,BACOSA,BAILON,BALBINA
AVILES,AZCOITIA,BADA,BAIRES,BALBOA
AVILEZ,AZCONA,BADAJOS,BAISA,BALBONA
AVILLAN,AZCUE,BADAJOSA,BAISDON,BALBONTIN
AVILUCEA,AZCUI,BADELLA,BAIZ,BALBUENA
AVINA,AZCUY,BADELLO,BAIZA,BALCACER
AVITA,AZIOS,BADIA,BAJADA,BALCARCEL
AVITEA,AZNAR,BADIAL,BAJANA,BALCAZAR
AVITIA,AZNAREZ,BADIAS,BAJANDAS,BALCELLS
,,APPENDIX E,,E-9
,CENSUS LIST OF SPANISH SURNAMES,,,
BALCORTA,BALGOS,BALTAR,BAQUERIZO,BARCINAS
BALDARAMOS,BALIA,BALTASAR,BAQUERO,BARCON
BALDARRAMA,BALIDO,BALTAZAR,BAQUIRAN,BARCOS
BALDARRAMOS,BALINA,BALTIERRA,BARAGAN,BARDALES
BALDAZO,BALIZAN,BALTIERREZ,BARAGANA,BARDINAS
BALDELOMAR,BALLADARES,BALTODANO,BARAGAS,BARDISA
BALDENEGRO,BALLADAREZ,BALUJA,BARAHONA,BAREA
BALDEON,BALLAGAS,BALVANEDA,BARAJAS,BARED
BALDERA,BALLARDO,BALVERDE,BARAJOS,BARELA
BALDERAMA,BALLATE,BALZOLA,BARALT,BARELAS
BALDERAMOS,BALLEJO,BAMUELOS,BARANDA,BARENCO
BALDERAS,BALLEJOS,BANA,BARANDIARAN,BARENO
BALDERAZ,BALLERAS,BANAGA,BARASORDA,BARETTO
BALDEROS,BALLESTA,BANAGAS,BARAY,BAREZ
BALDERRAMA,BALLESTAS,BANALES,BARAZ,BARGARA
BALDERS,BALLESTE,BANANDO,BARBA,BARGAS
BALDEVARONA,BALLESTER,BANARER,BARBACHANO,BARGOS
BALDEZ,BALLESTERAS,BANARES,BARBARENA,BARGUIARENA
BALDILLEZ,BALLESTERO,BANCES,BARBASA,BARILLAS
BALDIT,BALLESTEROS,BANCIELLA,BARBEITO,BARIN
BALDIVIA,BALLESTROS,BANDA,BARBERAN,BARINAS
BALDIVIEZ,BALLEZ,BANDERAS,BARBERENA,BARLOCO
BALDIZAN,BALLEZA,BANDIN,BARBOA,BARNACHEA
BALDIZON,BALLI,BANDURRAGA,BARBOLA,BARO
BALDOMERO,BALLINA,BANEGAS,BARBONTIN,BAROCIO
BALDONADO,BALLINAS,BANEZ,BARBOSA,BAROJAS
BALDOQUIN,BALLOTE,BANIQUED,BARCALA,BAROS
BALDOR,BALMACEDA,BANOS,BARCELO,BAROSELA
BALDOVINO,BALMANA,BANREY,BARCELON,BAROZ
BALDOVINOS,BALMASEDA,BANUELAS,BARCENA,BARQUERA
BALDOZ,BALMORES,BANUELOS,BARCENAS,BARQUERO
BALDRICHE,BALOSSO,BANUET,BARCENES,BARQUET
BALEME,BALSA,BANVELOS,BARCENEZ,BARQUEZ
BALENCIA,BALSECA,BAO,BARCENILLA,BARQUIN
BALERIO,BALSEIRO,BAPTISTO,BARCIA,BARRAD
BALERO,BALSERA,BAQUEDANO,BARCIGALUPIA,BARRAGAN
BALESTERRI,BALSINDE,BAQUERA,BARCIMO,BARRAGAR
E-10,,,,
,,APPENDIX E,,
,CENSUS LIST OF SPANISH SURNAMES,,,
BARRAGON,BARRIENTOS,BASALO,BATIZA,BEAZ
BARRAJAS,BARRIERA,BASALOVA,BATLLE,BECARIA
BARRAL,BARRIERO,BASANES,BATLLIA,BECCERA
BARRALES,BARRIGA,BASANEZ,BATRES,BECCERRA
BARRAMEDA,BARRILLAS,BASANO,BATREZ,BECEIRO
BARRANDEY,BARRIO,BASANTES,BATRIZ,BECENA
BARRANO,BARRIONUEVO,BASCON,BATULE,BECERA
BARRANTES,BARRIOS,BASCONCILLO,BAUSA,BECERRA
BARRAQUE,BARRO,BASCOY,BAUSTISTA,BECERRIL
BARRARA,BARROCAS,BASCUAS,BAUTA,BECERRO
BARRASA,BARRONA,BASDEO,BAUTISTA,BECHARA
BARRATACHEA,BARROSA,BASILLA,BAUZA,BECHO
BARRAZ,BARROSO,BASOCO,BAUZO,BECUAR
BARRAZA,BARROTERAN,BASORA,BAYANILLA,BEDIA
BARREDA,BARROZA,BASQUES,BAYARDO,BEDOLLA
BARREDO,BARROZO,BASQUEZ,BAYARENA,BEDOY
BARREGO,BARRUECO,BASTANCHURY,BAYAS,BEDOYA
BARREIRO,BARRUETA,BASTARDO,BAYCORA,BEGA
BARRENA,BARSENAS,BASTERRECHEA,BAYDES,BEGANO
BARRENECHE,BARTOLOME,BASTIDA,BAYLINA,BEGONA
BARRENECHEA,BARTOLOMEY,BASTIDAS,BAYLON,BEGUIRISTAIN
BARRENO,BARTUREN,BASTIDOS,BAYO,BEIRO
BARRERA,BARZA,BASUA,BAYON,BEISTEGUI
BARRERAGARCIA,BARZAGA,BASUALDO,BAYONA,BEITIA
BARRERAS,BARZANA,BASULTO,BAYRON,BEITRA
BARRERAZ,BARZILLA,BASURA,BAYUGA,BEJAR
BARRERO,BARZIZA,BASURCO,BAZA,BEJARAN
BARRETA,BARZOLA,BASURTO,BAZAIN,BEJARANO
BARRETO,BAS,BATALLA,BAZALDUA,BEJERANO
BARREZUETA,BASABE,BATALLAN,BAZAMAN,BEJINES
BARRIA,BASADRE,BATAN,BAZAN,BEJINEZ
BARRIAGA,BASAITES,BATANIDES,BAZAURE,BELA
BARRIAL,BASALDO,BATILLA,BAZUA,BELANCOURT
BARRIAS,BASALDU,BATINE,BAZURTO,BELANDRES
BARRIENTES,BASALDUA,BATIST,BEADA,BELARDE
BARRIENTEZ,BASALDUE,BATISTA,BEANES,BELARDES
BARRIENTO,BASALLO,BATIZ,BEAS,BELARDO
,,APPENDIX E,,E-11
,CENSUS LIST OF SPANISH SURNAMES,,,
BELASQUEZ,BENAUIDES,BEOVIDES,BERNAL,BERUVIDES
BELASQUIDA,BENAVEDIZ,BEQUER,BERNALDEZ,BERZOZA
BELAUNDE,BENAVENT,BERAIN,BERNALL,BESA
BELAUNZARAN,BENAVENTE,BERASATEGUI,BERNARDEZ,BESADA
BELAUSTEGUI,BENAVIDAS,BERAZA,BERNDES,BESARES
BELAVAL,BENAVIDES,BERBAN,BERNELL,BESCOS
BELCHEZ,BENAVIDEZ,BERBENA,BERNEZ,BESERRA
BELDEROL,BENAVIDOS,BERBER,BERNUDEZ,BESINAIZ
BELEN,BENCOMO,BERBERENA,BEROIZ,BESTARD
BELENDEZ,BENCOSME,BERCEDONIS,BERONDA,BESTEIRO
BELETTE,BENDALIN,BERDEAL,BERRAYARZA,BESU
BELEZ,BENDAMIO,BERDECIA,BERRELES,BETANCE
BELIO,BENEGAS,BERDEJA,BERRELEZ,BETANCES
BELLAFLORES,BENEJAN,BERDEJO,BERRELLEZ,BETANCIS
BELLEZ,BENERO,BERDUGO,BERRELLEZA,BETANCOURT
BELLIARD,BENESTANTE,BERDUSCO,BERRERA,BETANCOURTH
BELLIDO,BENETEZ,BEREA,BERREYESA,BETANCUR
BELLMAS,BENEVIDEZ,BEREAL,BERRIOS,BETANCURT
